virus tax id	virus name	virus lineage	refseq id	KEGG GENOME	KEGG DISEASE	DISEASE	host tax id	host name	host lineage	pmid	evidence	sample type	source organism
1776153	Diaphorina citri densovirus	Viruses; ssDNA viruses; Parvoviridae; Densovirinae; Ambidensovirus; unclassified Densovirus	NC_030296	NA	NA	NA	121845	Diaphorina citri	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Sternorrhyncha; Psylloidea; Liviidae; Diaphorina	NA	RefSeq	NA	NA
1868621	Diaphorina citri flavi-like virus	Viruses; unclassified viruses	NC_030453	NA	NA	NA	121845	Diaphorina citri	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Sternorrhyncha; Psylloidea; Liviidae; Diaphorina	NA	RefSeq	NA	NA
111470	Diaporthe ambigua RNA virus 1	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; unclassified ssRNA positive-strand viruses	NC_001278	NA	NA	NA	73123	Diaporthe ambigua	Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Diaporthales; Diaporthaceae; Diaporthe	11086142	Literature	NA	NA
547467	Diascia yellow mottle virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Tymoviridae; Tymovirus; unclassified Tymovirus	NC_011086	NA	NA	NA	255860	Diascia	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Lamiales; Scrophulariaceae; Hemimerideae	NA	RefSeq	NA	NA
72003	Diatraea saccharalis densovirus	Viruses; ssDNA viruses; Parvoviridae; Densovirinae; Ambidensovirus; unclassified Densovirus	NC_001899	NA	NA	NA	40085	Diatraea saccharalis	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Pyraloidea; Crambidae; Crambinae; Diatraea	NA	RefSeq, UniProt	NA	NA
1675862	Diatraea saccharalis granulovirus	Viruses; dsDNA viruses, no RNA stage; Baculoviridae; Betabaculovirus	NC_028491	NA	NA	NA	40085	Diatraea saccharalis	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Pyraloidea; Crambidae; Crambinae; Diatraea	NA	RefSeq	NA	NA
1477406	Dickeya phage RC-2014	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Ackermannviridae; Aglimvirinae; Limestonevirus; unclassified Limestonevirus	NC_025452	NA	NA	NA	1914291	Dickeya sp.	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pectobacteriaceae; Dickeya	NA	RefSeq	NA	NA
1091052	Dickeya virus Limestone	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Ackermannviridae; Aglimvirinae; Limestonevirus	NC_019925	NA	NA	NA	1089444	Dickeya solani	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pectobacteriaceae; Dickeya	NA	RefSeq	NA	NA
94700	Dicliptera yellow mottle virus	Viruses; ssDNA viruses; Geminiviridae; Begomovirus	NC_003856, NC_003857	NA	NA	NA	76361	Dicliptera	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Lamiales; Acanthaceae; Acanthoideae; Justicieae	18944491	Literature	NA	NA
1692247	Didemnum sp. Sea Squirt associated virus	Viruses; ssDNA viruses; Circoviridae; unclassified Circoviridae	NC_027782	NA	NA	NA	107395	Didemnum sp.	Eukaryota; Metazoa; Chordata; Tunicata; Ascidiacea; Enterogona; Aplousobranchia; Didemnidae; Didemnum	NA	RefSeq	NA	NA
1196237	Digitaria ciliaris striate mosaic virus	Viruses; ssDNA viruses; Geminiviridae; Mastrevirus	NC_018579	NA	NA	NA	66018	Digitaria ciliaris	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Poales; Poaceae; Panicoideae; Paniceae; Anthephorinae; Digitaria	NA	RefSeq	NA	NA
889510	Digitaria didactyla striate mosaic virus	Viruses; ssDNA viruses; Geminiviridae; Mastrevirus	NC_014547	NA	NA	NA	435758	Digitaria didactyla	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Poales; Poaceae; Panicoideae; Paniceae; Anthephorinae; Digitaria	NA	RefSeq	NA	NA
10837	Digitaria streak virus	Viruses; ssDNA viruses; Geminiviridae; Mastrevirus	NC_001478	NA	NA	NA	121769	Digitaria sanguinalis	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Poales; Poaceae; Panicoideae; Paniceae; Anthephorinae; Digitaria	3672928	Literature	NA	NA
1408895	Dill cryptic virus 1	Viruses; dsRNA viruses; Partitiviridae; unclassified Partitiviridae	NC_022614, NC_022615	NA	NA	NA	40922	Anethum graveolens	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Apiales; Apiineae; Apiaceae; Apioideae; Apieae; Anethum	NA	RefSeq	NA	NA
1323529	Dill cryptic virus 2	Viruses; dsRNA viruses; Partitiviridae; Betapartitivirus	NC_021147, NC_021148	NA	NA	NA	40922	Anethum graveolens	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Apiales; Apiineae; Apiaceae; Apioideae; Apieae; Anethum	NA	RefSeq	NA	NA
1541119	Dinocampus coccinellae paralysis virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Iflaviridae; Iflavirus	NC_025835	NA	NA	NA	144245	Dinocampus coccinellae	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Hymenoptera; Apocrita; Terebrantes; Ichneumonoidea; Braconidae; Euphorinae; Dinocampus	NA	RefSeq	NA	NA
1477404	Dinoroseobacter phage DFL12phi1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; N4virus; unclassified N4likevirus	NC_024367	NA	NA	NA	215813	Dinoroseobacter shibae	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Dinoroseobacter	NA	RefSeq	NA	NA
1477404	Dinoroseobacter phage DFL12phi1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; N4virus; unclassified N4likevirus	NC_024367	NA	NA	NA	398580	Dinoroseobacter shibae DFL 12 = DSM 16493	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Dinoroseobacter	NA	RefSeq	NA	NA
1498169	Dinoroseobacter phage vBDshPR2C	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; N4virus; unclassified N4likevirus; Dinoroseobacter phage DFL12phi1	KJ803031	NA	NA	NA	215813	Dinoroseobacter shibae	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Dinoroseobacter	NA	RefSeq	NA	NA
1498169	Dinoroseobacter phage vBDshPR2C	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; N4virus; unclassified N4likevirus; Dinoroseobacter phage DFL12phi1	KJ803031	NA	NA	NA	398580	Dinoroseobacter shibae DFL 12 = DSM 16493	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Dinoroseobacter	NA	RefSeq	NA	NA
2083300	Diolcogaster facetosa bracovirus	Viruses; dsDNA viruses, no RNA stage; Polydnaviridae; Bracovirus	EU001259, EU001260, EU001261, EU001262, EU001263, EU001264, EU001265, EU001266, EU001267, EU001268, EU001269, EU001270, EU001271, EU001272, EU001273, EU001274, EU001275, EU001276, EU001277, EU001278, EU001279, EU001280, EU001281, EU001282, EU001283, EU001284, EU001285	NA	NA	NA	463051	Glyptapanteles flavicoxis	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Hymenoptera; Apocrita; Terebrantes; Ichneumonoidea; Braconidae; Microgastrinae; Glyptapanteles	NA	RefSeq	NA	NA
1755696	Dioscorea bacilliform SN virus	Viruses; Ortervirales; Caulimoviridae; Badnavirus	DQ822073	NA	NA	NA	55578	Dioscorea sansibarensis	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Dioscoreales; Dioscoreaceae; Dioscorea	NA	RefSeq	NA	NA
52996	Dioscorea bacilliform virus	Viruses; Ortervirales; Caulimoviridae; Badnavirus; unclassified Badnavirus	NC_009010	NA	NA	NA	55578	Dioscorea sansibarensis	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Dioscoreales; Dioscoreaceae; Dioscorea	NA	RefSeq	NA	NA
2170181	Dioscorea mosaic associated virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Secoviridae; unassigned Secoviridae	NC_031763, NC_031766	NA	NA	NA	55577	Dioscorea rotundata	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Dioscoreales; Dioscoreaceae; Dioscorea	NA	RefSeq	NA	NA
459770	Diplodia scrobiculata RNA virus 1	Viruses; dsRNA viruses; unclassified dsRNA viruses	NC_013699	NA	NA	NA	280322	Diplodia scrobiculata	Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Botryosphaeriales; Botryosphaeriaceae; Diplodia	NA	RefSeq	NA	NA
148880	Discula destructiva virus 1	Viruses; dsRNA viruses; Partitiviridae; Gammapartitivirus	NC_002797, NC_002800, NC_002801, NC_002802	NA	NA	NA	148313	Discula destructiva	Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Diaporthales; Gnomoniaceae; Discula	NA	RefSeq	NA	NA
160484	Discula destructiva virus 2	Viruses; dsRNA viruses; Partitiviridae; Gammapartitivirus	NC_003710, NC_003711	NA	NA	NA	148313	Discula destructiva	Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Diaporthales; Gnomoniaceae; Discula	NA	RefSeq	NA	NA
2079134	Dishui lake phycodnavirus 1	Viruses; dsDNA viruses, no RNA stage; Phycodnaviridae; unclassified Phycodnaviridae	NC_037057	NA	NA	NA	1	root	NA	29334892	Literature	NA	NA
1247115	Diuris virus A	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Betaflexiviridae; Trivirinae; Divavirus	NC_019029	NA	NA	NA	1198148	Diuris pedunculata	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Asparagales; Orchidaceae; Orchidoideae; Diurideae; Diuridinae; Diuris	NA	RefSeq	NA	NA
1247116	Diuris virus B	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Betaflexiviridae; Trivirinae; Divavirus	NC_019030	NA	NA	NA	1198148	Diuris pedunculata	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Asparagales; Orchidaceae; Orchidoideae; Diurideae; Diuridinae; Diuris	NA	RefSeq	NA	NA
1980467	Dobrava-Belgrade orthohantavirus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Hantaviridae; Orthohantavirus	NC_005233, NC_005234, NC_005235	T40018	H00389	Hemorrhagic fever with renal syndrome	54292	Apodemus flavicollis	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Rodentia; Myomorpha; Muridae; Murinae; Apodemus	NA	RefSeq	NA	NA
333968	Dolichos yellow mosaic virus	Viruses; ssDNA viruses; Geminiviridae; Begomovirus	NC_005338, NC_024779	NA	NA	NA	35936	Lablab purpureus	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Fabales; Fabaceae; Papilionoideae; Phaseoleae; Lablab	NA	RefSeq	NA	NA
37131	Dolphin morbillivirus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Paramyxoviridae; Morbillivirus; Cetacean morbillivirus	NC_005283	NA	NA	NA	9723	Platanistidae	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Cetacea; Odontoceti	15744569	Literature	NA	NA
37131	Dolphin morbillivirus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Paramyxoviridae; Morbillivirus; Cetacean morbillivirus	NC_005283	NA	NA	NA	9726	Delphinidae	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Cetacea; Odontoceti	15744569	Literature	NA	NA
1511639	Dolphin rhabdovirus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; unclassified Rhabdoviridae	NC_025406	NA	NA	NA	27610	Lagenorhynchus albirostris	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Cetacea; Odontoceti; Delphinidae; Lagenorhynchus	NA	RefSeq	NA	NA
985683	Donggang virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; unclassified Flavivirus	NC_016997	NA	NA	NA	7157	Culicidae	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea	NA	RefSeq	NA	NA
985683	Donggang virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; unclassified Flavivirus	NC_016997	NA	NA	NA	37951	Aedes sp.	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Aedes	NA	RefSeq	NA	NA
1400526	Donkey orchid symptomless virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Alphaflexiviridae; Platypuvirus	NC_022894	NA	NA	NA	1423412	Diuris longifolia	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Asparagales; Orchidaceae; Orchidoideae; Diurideae; Diuridinae; Diuris	NA	RefSeq	NA	NA
1198144	Donkey orchid virus A	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus	NC_021197	NA	NA	NA	542680	Diuris corymbosa	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Asparagales; Orchidaceae; Orchidoideae; Diurideae; Diuridinae; Diuris	NA	RefSeq	NA	NA
380669	Dracaena mottle virus	Viruses; Ortervirales; Caulimoviridae; Badnavirus; unclassified Badnavirus	NC_008034	NA	NA	NA	326070	Dracaena sanderiana	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Asparagales; Asparagaceae; Nolinoideae; Dracaena	NA	RefSeq	NA	NA
1234879	Dragonfly associated cyclovirus 1	Viruses; ssDNA viruses; Circoviridae; Cyclovirus	NC_023886	NA	NA	NA	447881	Tholymis tillarga	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Odonata; Anisoptera; Cavilabiata; Libellulidae; Tholymis	NA	RefSeq	NA	NA
1234880	Dragonfly associated cyclovirus 2	Viruses; ssDNA viruses; Circoviridae; Cyclovirus	NC_023869	NA	NA	NA	185825	Pantala flavescens	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Odonata; Anisoptera; Cavilabiata; Libellulidae; Pantala	NA	RefSeq	NA	NA
1234881	Dragonfly associated cyclovirus 3	Viruses; ssDNA viruses; Circoviridae; Cyclovirus	NC_023868	NA	NA	NA	70384	Erythemis simplicicollis	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Odonata; Anisoptera; Cavilabiata; Libellulidae; Erythemis	NA	RefSeq	NA	NA
1234882	Dragonfly associated cyclovirus 4	Viruses; ssDNA viruses; Circoviridae; Cyclovirus	NC_023867	NA	NA	NA	1235830	Somatochlora meridionalis	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Odonata; Anisoptera; Cavilabiata; Corduliidae; Somatochlora	NA	RefSeq	NA	NA
1234883	Dragonfly associated cyclovirus 5	Viruses; ssDNA viruses; Circoviridae; Cyclovirus	NC_023866	NA	NA	NA	451475	Erythrodiplax umbrata	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Odonata; Anisoptera; Cavilabiata; Libellulidae; Erythrodiplax	NA	RefSeq	NA	NA
1234887	Dragonfly associated gemykibivirus 1	Viruses; ssDNA viruses; Genomoviridae; Gemykibivirus	NC_023872	NA	NA	NA	451481	Miathyria marcella	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Odonata; Anisoptera; Cavilabiata; Libellulidae; Miathyria	NA	RefSeq	NA	NA
1234872	Dragonfly circularisvirus	Viruses; ssDNA viruses; unclassified ssDNA viruses	NC_023853	NA	NA	NA	185825	Pantala flavescens	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Odonata; Anisoptera; Cavilabiata; Libellulidae; Pantala	NA	RefSeq	NA	NA
1234878	Dragonfly cyclicusvirus	Viruses; ssDNA viruses; unclassified ssDNA viruses	NC_023855	NA	NA	NA	185825	Pantala flavescens	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Odonata; Anisoptera; Cavilabiata; Libellulidae; Pantala	NA	RefSeq	NA	NA
1454021	Dragonfly larvae associated circular virus-1	Viruses; ssDNA viruses; unclassified ssDNA viruses	NC_023427	NA	NA	NA	447874	Procordulia grayi	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Odonata; Anisoptera; Cavilabiata; Corduliidae; Procordulia	NA	RefSeq	NA	NA
1454022	Dragonfly larvae associated circular virus-10	Viruses; ssDNA viruses; unclassified ssDNA viruses	NC_023436	NA	NA	NA	481685	Xanthocnemis zealandica	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Odonata; Zygoptera; Coenagrionoidea; Coenagrionidae; Xanthocnemis	NA	RefSeq	NA	NA
1454023	Dragonfly larvae associated circular virus-2	Viruses; ssDNA viruses; unclassified ssDNA viruses	NC_023428	NA	NA	NA	447874	Procordulia grayi	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Odonata; Anisoptera; Cavilabiata; Corduliidae; Procordulia	NA	RefSeq	NA	NA
1454024	Dragonfly larvae associated circular virus-3	Viruses; ssDNA viruses; unclassified ssDNA viruses	NC_023429	NA	NA	NA	447874	Procordulia grayi	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Odonata; Anisoptera; Cavilabiata; Corduliidae; Procordulia	NA	RefSeq	NA	NA
1454025	Dragonfly larvae associated circular virus-4	Viruses; ssDNA viruses; unclassified ssDNA viruses	NC_023430	NA	NA	NA	447874	Procordulia grayi	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Odonata; Anisoptera; Cavilabiata; Corduliidae; Procordulia	NA	RefSeq	NA	NA
1454026	Dragonfly larvae associated circular virus-5	Viruses; ssDNA viruses; unclassified ssDNA viruses	NC_023431	NA	NA	NA	447874	Procordulia grayi	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Odonata; Anisoptera; Cavilabiata; Corduliidae; Procordulia	NA	RefSeq	NA	NA
1454027	Dragonfly larvae associated circular virus-6	Viruses; ssDNA viruses; unclassified ssDNA viruses	NC_023432	NA	NA	NA	447874	Procordulia grayi	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Odonata; Anisoptera; Cavilabiata; Corduliidae; Procordulia	NA	RefSeq	NA	NA
1454028	Dragonfly larvae associated circular virus-7	Viruses; ssDNA viruses; unclassified ssDNA viruses	NC_023433	NA	NA	NA	447874	Procordulia grayi	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Odonata; Anisoptera; Cavilabiata; Corduliidae; Procordulia	NA	RefSeq	NA	NA
1454029	Dragonfly larvae associated circular virus-8	Viruses; ssDNA viruses; unclassified ssDNA viruses	NC_023434	NA	NA	NA	447874	Procordulia grayi	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Odonata; Anisoptera; Cavilabiata; Corduliidae; Procordulia	NA	RefSeq	NA	NA
1454030	Dragonfly larvae associated circular virus-9	Viruses; ssDNA viruses; unclassified ssDNA viruses	NC_023435	NA	NA	NA	447874	Procordulia grayi	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Odonata; Anisoptera; Cavilabiata; Corduliidae; Procordulia	NA	RefSeq	NA	NA
1234874	Dragonfly orbiculatusvirus	Viruses; ssDNA viruses; unclassified ssDNA viruses	NC_023854	NA	NA	NA	451468	Diplacodes bipunctata	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Odonata; Anisoptera; Cavilabiata; Libellulidae; Diplacodes	NA	RefSeq	NA	NA
1249649	Dragonfly-associated alphasatellite	Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; Alphasatellitidae; Geminialphasatellitinae; unclassified Begomovirus-associated alphasatellites	NC_019498	NA	NA	NA	451473	Erythrodiplax fusca	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Odonata; Anisoptera; Cavilabiata; Libellulidae; Erythrodiplax	NA	RefSeq	NA	NA
1234886	Dragonfly-associated circular virus 2	Viruses; ssDNA viruses; Genomoviridae; Gemycircularvirus; Dragonfly associated gemycircularvirus 1	NC_023871	NA	NA	NA	70384	Erythemis simplicicollis	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Odonata; Anisoptera; Cavilabiata; Libellulidae; Erythemis	NA	RefSeq	NA	NA
1234884	Dragonfly-associated circular virus 3	Viruses; ssDNA viruses; Genomoviridae; Gemyduguivirus; Dragonfly associated gemyduguivirus 1	NC_023870	NA	NA	NA	185825	Pantala flavescens	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Odonata; Anisoptera; Cavilabiata; Libellulidae; Pantala	NA	RefSeq	NA	NA
1249648	Dragonfly-associated mastrevirus	Viruses; ssDNA viruses; Geminiviridae; Mastrevirus	NC_019497	NA	NA	NA	451475	Erythrodiplax umbrata	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Odonata; Anisoptera; Cavilabiata; Libellulidae; Erythrodiplax	NA	RefSeq	NA	NA
1234888	Dragonfly-associated microphage 1	Viruses; ssDNA viruses; unclassified ssDNA viruses	NC_018862	NA	NA	NA	1	root	NA	22915694	Literature	NA	NA
1662272	Dromedary astrovirus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Astroviridae; Mamastrovirus; unclassified Mamastrovirus	NC_027711	NA	NA	NA	9838	Camelus dromedarius	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Tylopoda; Camelidae; Camelus	NA	RefSeq	NA	NA
2014603	Dromedary camel bocaparvovirus 1	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Bocaparvovirus; unclassified Bocaparvovirus	NC_035186	NA	NA	NA	9838	Camelus dromedarius	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Tylopoda; Camelidae; Camelus	NA	RefSeq	NA	NA
2014604	Dromedary camel bocaparvovirus 2	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Bocaparvovirus; unclassified Bocaparvovirus	NC_035185	NA	NA	NA	9838	Camelus dromedarius	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Tylopoda; Camelidae; Camelus	NA	RefSeq	NA	NA
1479610	Dromedary camel coronavirus HKU23	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Coronaviridae; Coronavirinae; Betacoronavirus; Betacoronavirus 1; Coronavirus HKU23	KF906249	NA	NA	NA	9838	Camelus dromedarius	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Tylopoda; Camelidae; Camelus	NA	RefSeq	NA	NA
1637527	Dromedary camel enterovirus 19CC	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Picornaviridae; Enterovirus; Enterovirus I	KP345887	NA	NA	NA	9838	Camelus dromedarius	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Tylopoda; Camelidae; Camelus	NA	RefSeq	NA	NA
1574422	Dromedary stool-associated circular ssDNA virus	Viruses; ssDNA viruses; Circoviridae; unclassified Circoviridae	NC_025959	NA	NA	NA	9838	Camelus dromedarius	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Tylopoda; Camelidae; Camelus	NA	RefSeq	NA	NA
595895	Drosophila A virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; unclassified ssRNA positive-strand viruses	NC_012958	NA	NA	NA	7227	Drosophila melanogaster	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophilinae; Drosophilini; Drosophila; Sophophora; melanogaster group; melanogaster subgroup	NA	RefSeq	NA	NA
64279	Drosophila C virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Dicistroviridae; Cripavirus	NC_001834	NA	NA	NA	7227	Drosophila melanogaster	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophilinae; Drosophilini; Drosophila; Sophophora; melanogaster group; melanogaster subgroup	NA	UniProt	NA	NA
1500866	Drosophila immigrans Nora virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; unclassified ssRNA positive-strand viruses	NC_024488	NA	NA	NA	7250	Drosophila immigrans	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophilinae; Drosophilini; Drosophila; Drosophila; immigrans group; immigrans subgroup	NA	RefSeq	NA	NA
666363	Drosophila melanogaster sigmavirus AP30	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Sigmavirus; Drosophila melanogaster sigmavirus	NC_013135	NA	NA	NA	7227	Drosophila melanogaster	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophilinae; Drosophilini; Drosophila; Sophophora; melanogaster group; melanogaster subgroup	NA	RefSeq	NA	NA
